3.90625,7.082597154604024e-10
7.8125,5.418414180132866e-10
11.71875,5.511830220783688e-10
15.625,5.774617765796021e-10
19.53125,6.323184339087672e-10
23.4375,7.271345089960951e-10
27.34375,8.700410374115596e-10
31.25,1.0626335203024915e-09
35.15625,1.2974151366892556e-09
39.0625,1.556967290086876e-09
42.96875,1.8154770981794625e-09
46.875,2.0425844433064027e-09
50.78125,2.2087763948358022e-09
54.6875,2.2910262904596712e-09
58.59375,2.2772467496078125e-09
 62.5,2.1684461849032697e-09
66.40625,1.9781286808418614e-09
70.3125,1.7292297308514214e-09
74.21875,1.4494906167063577e-09
78.125,1.1664696274946724e-09
82.03125,9.033196280379289e-10
85.9375,6.761019866261926e-10
89.84375,4.929081144011701e-10
93.75,3.545880120638714e-10
97.65625,2.56564781771036e-10
101.5625,1.9109761791871865e-10
105.46875,1.4942442248270284e-10
109.375,1.2340214535589035e-10
113.28125,1.0648649990861705e-10
117.1875,9.408466889594201e-11
121.09375,8.343632237820459e-11
125.0,7.322249247089588e-11
128.90625,6.308452656640902e-11
132.8125,5.3183077991199287e-11
136.71875,4.386587020096783e-11
140.625,3.5461151524834445e-11
144.53125,2.8179982609079593e-11
148.4375,2.209522898722253e-11
152.34375,1.716392074275713e-11
156.25,1.326643934985884e-11
160.15625,1.0245471443357426e-11
164.0625,7.936313931854012e-12
167.96875,6.186300198419813e-12
171.875,4.864627802990592e-12
175.78125,3.865258513642432e-12
179.6875,3.1056218644738776e-12
183.59375,2.523282745280028e-12
187.5,2.0720075710766634e-12
191.40625,1.7180338254416434e-12
195.3125,1.4369013849498489e-12
199.21875,1.2109346384989993e-12
203.125,1.027327657913862e-12
207.03125,8.767316446686394e-13
210.9375,7.522359578618732e-13
214.84375,6.486460861396764e-13
218.75,5.619800177945997e-13
222.65625,4.891220919100955e-13
226.5625,4.2758827035691826e-13
230.46875,3.75368534452918e-13
234.375,3.3082120383525914e-13
238.28125,2.9260097138894146e-13
242.1875,2.596078424919104e-13
246.09375,2.3094832516992224e-13
250.0,2.0590339226531993e-13
253.90625,1.8390010085610743e-13
257.8125,1.644854354582201e-13
261.71875,1.4730204614917532e-13
265.625,1.320661804683175e-13
269.53125,1.1854835898130767e-13
273.4375,1.0655731976352869e-13
277.34375,9.592755494512058e-14
281.25,8.651047268986712e-14
285.15625,7.81689164224097e-14
289.0625,7.077451739573604e-14
292.96875,6.420718393533077e-14
296.875,5.835595762787889e-14
300.78125,5.3120491866307853e-14
304.6875,4.8412515731442605e-14
308.59375,4.415681096158116e-14
312.5,4.0291422251383964e-14
316.40625,3.6767012384277174e-14
320.3125,3.354543923751969e-14
324.21875,3.0597754116425e-14
328.125,2.7901891182284686e-14
332.03125,2.5440335299408635e-14
335.9375,2.31980269910577e-14
339.84375,2.1160700142219468e-14
343.75,1.931376524785936e-14
347.65625,1.7641763441155986e-14
351.5625,1.6128337615870306e-14
355.46875,1.4756606770229958e-14
359.375,1.3509794145461323e-14
363.28125,1.2371950317226759e-14
367.1875,1.132862667083714e-14
371.09375,1.0367387164798155e-14
375.0,9.478089659105136e-15
378.90625,8.652914538762038e-15
382.8125,7.886160763816306e-15
386.71875,7.173862301059707e-15
390.625,6.5132977988185956e-15
394.53125,5.9024723755496824e-15
398.4375,5.339643698481251e-15
402.34375,4.822948017174882e-15
406.25,4.350159406144853e-15
410.15625,3.918591385162766e-15
414.0625,3.525128185041009e-15
417.96875,3.166356179365027e-15
421.875,2.838756165921873e-15
425.78125,2.538914706680553e-15
429.6875,2.2637168850671106e-15
433.59375,2.0104919720549043e-15
437.5,1.777095445839613e-15
441.40625,1.5619233132156593e-15
445.3125,1.3638657276895554e-15
449.21875,1.1822150252750953e-15
453.125,1.0165477330112512e-15
457.03125,8.666007880629469e-16
460.9375,7.321596871262316e-16
464.84375,6.129715385892709e-16
468.75,5.08690175390684e-16
472.65625,4.188547275936106e-16
476.5625,3.428982468812325e-16
480.46875,2.80179673393989e-16
484.375,2.300308121608495e-16
488.28125,1.9180987811927546e-16
492.1875,1.6495417544975757e-16
496.09375,1.4902609530776074e-16
500.0,7.187418614996445e-17
